frame.number,frame.len,frame.time_epoch,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,udp.srcport,udp.dstport,tls.handshake.extensions_server_name,tls.record.version,tls.handshake.type,quic.long.packet_type,quic.version
0.0,0.029891304347826084,0.0,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
9.40379913485048e-05,0.029891304347826084,0.0,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0001880759826970096,0.029891304347826084,0.0,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0002821139740455144,0.029891304347826084,0.0003649294376373291,233,45,1,0.0,0.0,0.0,0.08170428359962764,0.08172423793750859,2,4,2,3,2
0.0003761519653940192,0.029891304347826084,0.0010696351528167725,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.000470189956742524,0.029891304347826084,0.0012643635272979736,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0005642279480910289,0.029891304347826084,0.0016317963600158691,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0006582659394395337,0.01222826086956522,0.0016317963600158691,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0007523039307880384,0.01222826086956522,0.0021157562732696533,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0008463419221365431,0.01222826086956522,0.0021157562732696533,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0009403799134850481,0.029891304347826084,0.0027307868003845215,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0010344179048335529,0.029891304347826084,0.002956777811050415,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0011284558961820576,0.029891304347826084,0.0032736659049987793,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0012224938875305626,0.016304347826086956,0.0032736659049987793,8,17,3,0.006916749750747756,0.9938465852442671,0.0,0.0,0.0,2,4,2,3,2
0.0013165318788790673,0.029891304347826084,0.003453463315963745,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.001410569870227572,0.029891304347826084,0.0037989914417266846,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0015046078615760768,0.01222826086956522,0.0037989914417266846,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0015986458529245815,0.029891304347826084,0.004019051790237427,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0016926838442730865,0.01222826086956522,0.004019051790237427,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0017867218356215912,0.029891304347826084,0.004322439432144165,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.001880759826970096,0.01222826086956522,0.004523187875747681,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0019747978183186007,0.017663043478260868,0.004523187875747681,306,17,1,0.0,0.0,0.0,0.006775626058691572,0.9501167707172622,2,4,2,3,2
0.0020688358096671053,0.029891304347826084,0.004523187875747681,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0021628738010156102,0.029891304347826084,0.004864901304244995,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.002256911792364115,0.01222826086956522,0.004864901304244995,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0023509497837126197,0.029891304347826084,0.005091935396194458,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0024449877750611247,0.029891304347826084,0.005302160978317261,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0025390257664096296,0.029891304347826084,0.0058908164501190186,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.002633063757758134,0.029891304347826084,0.006076127290725708,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.002727101749106639,0.01222826086956522,0.006076127290725708,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0028211397404551437,0.029891304347826084,0.006076127290725708,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0029151777318036486,0.029891304347826084,0.006076127290725708,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0030092157231521536,0.029891304347826084,0.006076127290725708,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.003103253714500658,0.008831521739130436,0.006140321493148804,103,1,3,0.9457876370887337,0.006916749750747756,0.0,0.0,0.0,2,4,2,3,2
0.003197291705849163,0.01222826086956522,0.006345927715301514,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0032913296971976676,0.01222826086956522,0.007136166095733643,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0033853676885461726,0.029891304347826084,0.007136166095733643,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0034794056798946775,0.044157608695652176,0.007355451583862305,9,17,3,0.006916749750747756,0.9695912263210368,0.0,0.0,0.0,2,1,2,3,2
0.003573443671243182,0.01222826086956522,0.007355451583862305,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.003667481662591687,0.029891304347826084,0.007995694875717163,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.003761519653940192,0.9999999999999999,0.00818401575088501,233,45,1,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0038555576452886965,0.9999999999999999,0.00818401575088501,233,45,1,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0039495956366372015,0.9999999999999999,0.00818401575088501,233,45,1,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0040436336279857064,0.9381793478260869,0.00818401575088501,233,45,1,0.0,0.0,0.0,0.08170428359962764,0.08172423793750859,2,4,2,3,2
0.004137671619334211,0.029891304347826084,0.008298695087432861,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0042317096106827155,0.026494565217391308,0.008391588926315308,233,45,1,0.0,0.0,0.0,0.08170428359962764,0.08172423793750859,2,4,2,3,2
0.0043257476020312205,0.029891304347826084,0.008475452661514282,233,45,1,0.0,0.0,0.0,0.08170428359962764,0.08172423793750859,2,4,2,3,2
0.004419785593379725,0.034646739130434784,0.00881505012512207,233,45,1,0.0,0.0,0.0,0.08170428359962764,0.08172423793750859,2,4,2,3,2
0.00451382358472823,0.029891304347826084,0.00881505012512207,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.004607861576076735,0.029891304347826084,0.00881505012512207,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.0047018995674252394,0.01222826086956522,0.009141802787780762,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.004795937558773744,0.029891304347826084,0.009716212749481201,233,45,1,0.0,0.0,0.0,0.08170428359962764,0.08172423793750859,2,4,2,3,2
0.004889975550122249,0.029891304347826084,0.01023256778717041,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.004984013541470754,0.01222826086956522,0.010441631078720093,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
0.005078051532819259,0.029891304347826084,0.010441631078720093,309,61,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2
