frame.number,frame.len,frame.time_epoch,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.flags,udp.srcport,udp.dstport,tls.handshake.extensions_server_name,tls.record.version,tls.handshake.type,quic.long.packet_type,quic.version,label
0.0,0.029891304347826,0.0,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
9.40379913485048e-05,0.029891304347826,0.0,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.000188075982697,0.029891304347826,0.0,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0002821139740455,0.029891304347826,0.0003649294376373,150,40,1,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.000376151965394,0.029891304347826,0.0010696351528167,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0004701899567425,0.029891304347826,0.0012643635272979,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.000564227948091,0.029891304347826,0.0016317963600158,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0006582659394395,0.0122282608695652,0.0016317963600158,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.000752303930788,0.0122282608695652,0.0021157562732696,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0008463419221365,0.0122282608695652,0.0021157562732696,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.000940379913485,0.029891304347826,0.0027307868003845,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0010344179048335,0.029891304347826,0.0029567778110504,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.001128455896182,0.029891304347826,0.0032736659049987,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0012224938875305,0.0163043478260869,0.0032736659049987,288,9,3,0.0069167497507477,0.9938465852442672,0.0,0.0,0.0,2,4,2,3,2,-1
0.001316531878879,0.029891304347826,0.0034534633159637,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0014105698702275,0.029891304347826,0.0037989914417266,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.001504607861576,0.0122282608695652,0.0037989914417266,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0015986458529245,0.029891304347826,0.0040190517902374,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.001692683844273,0.0122282608695652,0.0040190517902374,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0017867218356215,0.029891304347826,0.0043224394321441,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.00188075982697,0.0122282608695652,0.0045231878757476,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0019747978183186,0.0176630434782608,0.0045231878757476,231,9,1,0.0,0.0,0.0,0.006775626058691499,0.9501167707172622,2,4,2,3,2,1
0.0020688358096671,0.029891304347826,0.0045231878757476,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0021628738010156,0.029891304347826,0.0048649013042449,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0022569117923641,0.0122282608695652,0.0048649013042449,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0023509497837126,0.029891304347826,0.0050919353961944,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0024449877750611,0.029891304347826,0.0053021609783172,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0025390257664096,0.029891304347826,0.005890816450119,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0026330637577581,0.029891304347826,0.0060761272907257,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0027271017491066,0.0122282608695652,0.0060761272907257,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0028211397404551,0.029891304347826,0.0060761272907257,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0029151777318036,0.029891304347826,0.0060761272907257,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0030092157231521,0.029891304347826,0.0060761272907257,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0031032537145006,0.0088315217391304,0.0061403214931488,6,1,3,0.9457876370887336,0.0069167497507477,0.0,0.0,0.0,2,4,2,3,2,-1
0.0031972917058491,0.0122282608695652,0.0063459277153015,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0032913296971976,0.0122282608695652,0.0071361660957336,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0033853676885461,0.029891304347826,0.0071361660957336,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0034794056798946,0.0441576086956521,0.0073554515838623,299,9,3,0.0069167497507477,0.9695912263210368,0.0,0.0,0.0,2,1,2,3,2,-1
0.0035734436712431,0.0122282608695652,0.0073554515838623,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0036674816625916,0.029891304347826,0.0079956948757171,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0037615196539401,1.0,0.008184015750885,150,40,1,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0038555576452886,1.0,0.008184015750885,150,40,1,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0039495956366372,1.0,0.008184015750885,150,40,1,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0040436336279857,0.9381793478260868,0.008184015750885,150,40,1,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0041376716193342,0.029891304347826,0.0082986950874328,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0042317096106827,0.0264945652173913,0.0083915889263153,150,40,1,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0043257476020312,0.029891304347826,0.0084754526615142,150,40,1,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0044197855933797,0.0346467391304347,0.008815050125122,150,40,1,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0045138235847282,0.029891304347826,0.008815050125122,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0046078615760767,0.029891304347826,0.008815050125122,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0047018995674252,0.0122282608695652,0.0091418027877807,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0047959375587737,0.029891304347826,0.0097162127494812,150,40,1,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0048899755501222,0.029891304347826,0.0102325677871704,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0049840135414707,0.0122282608695652,0.01044163107872,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0050780515328192,0.029891304347826,0.01044163107872,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0051720895241677,0.029891304347826,0.0107657611370086,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0052661275155162,0.0122282608695652,0.0113717317581176,234,58,4,0.0,0.0,0.0,0.0,0.0,2,4,2,3,2,1
0.0053601655068647,0.0557065217391304,0.0113717317581176,234,58,4,0.0,0.0,0.0,0.008347449220955597,0.0083647520339474,2,4,2,3,2,1
0.0054542034982132,0.0421195652173913,0.0115917921066284,234,58,4,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0055482414895617,0.2697010869565217,0.0119012296199798,234,58,4,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0056422794809102,0.2737771739130434,0.0121756196022033,234,58,4,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0057363174722587,0.3029891304347826,0.0122977793216705,83,40,1,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0058303554636072,0.2995923913043478,0.0129328966140747,234,58,4,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
0.0059243934549558,0.046875,0.0130705535411834,234,58,4,0.0,0.0,0.0,0.08170428359962759,0.0817242379375085,2,4,2,3,2,1
